review,sentiment
"Bu hava koşullarında çalışan kuryeye çok teşekkürler. Herkesin özellikle bu şartları göz önünde bulundurarak bahşiş vermeye özen göstermesi gerekir. Maalesef dürümler her zamankinden çok daha az doldurulmuştu. Belki ellerindeki ürün stoğu azalmıştır, bilemiyoruz. Biz de şaşırdık açıkçası.",1
Efsane.,1
Dürümün içine malzeme koymamışsınız.,0
"Yaklaşık 1 saat bekledik. Beklediğimize değer diye düşündük ama maalesef yemekler soğuk, ciğer donmuştu. Pirinç pilavı dünden kalma gibiydi. Aldığı paranın hakkını veremeyen bir hizmetti.",0
"Siparis 2 saatte teslim edildi. Kızartma çiğ, köfte ve bulgur pilavi kokuyor. Köftenin yaninda gonderilen pilav 2 kaşık. Ekmek bile bayat. Buradan sipariş vereceginize peynir ekmek yiyin.",0
Güzel değildi beğenmedim kaşık yoktu çatal yoktu normal değil ellimle yedim ortalik batti.,0
"Köfte istediğim halde, tavuk gelmesi ve tatsızlığının yanısıra iyi pişmemiş, kemik dolu bir tavuk olması memnuniyetsizliğimi açıklar umarım..",0
"Makarnada değişik bir koku vardı sanki domates sosu dışarda kalmış gibi, gönderdiğiniz tatlı için teşekkürler ama o da bayattı, yinede ellerinize sağlık.",0
"Nimet hakkında kötü yorum yapmak inancıma aykırı ama öncelikle yapılan iş ciddiye alınmalı. İçerisinde jambonu geçtim, yoğurtsuz ortalama bir mayonez bile olmayan rus salatası benzeri mezeye italyan salatası yazmak doğru değil.",0
Berbattı.,0
Bütün yemekleriniz harika elinize sağlık.,1
Lahmacun ve urfa buz gibiydi tavsiye etmiyorum.,0
Güzel.,1
"Öngörülenden daha hızlı geldi, biraz serinlemişti ama lezzeti de beklediğimden iyiydi.",1
Elinize sağlık.,1
"Lahmacunlar sıcak, çıtır ve hızlı geldi. Lezzeti de gayet iyiydi.",1
Tavuk döner berbat aldığı parayı haketmiyor lahmacun acısız dedik basmışlar acıyı ilk ve son siparişimdi çalışma hayatınızda başarılar.,0
Bence bu iş size göre değil başka işle meşgul olun miğdem alt üst oldu.,0
Güzel değildi ve çok geç geldi.,0
Oldukça lezzetli ve servisi iyiydi.,1
Yaptığınız lahmacun değildi. 10 gün önce sipariş etmiştim hala unutmadım ona göre.,0
Mükemmel.,1
Böyle bir lahmacun olamaz çok berbattı.,0
Bu kadar rezil pide hayatımda yemedim şirkette herkese dedim bu restorandan sipariş vermeyin diye bilginiz olsun.,0
Midem bayram etti. Enfesti vallahi tavsiye edilir.,1
Hız yavaş ama lezzete diyecek bişey yok rahmetli yaşasaydıda gece gece yemekmi yenir diye kızaydı...,1
Hayatımda yediğim en kötü adanaydı!,0
 50 dk teslim süresi pket sipariş için çok fazla. Çok aç olan biri epey sinir stres sahibi olur.,1
Acısız istedik acılı geldi çocukların hevesi kursağında kaldı.,0
Çok yavaşdı ve soğuktu.,0
Ezogelin demişler fakat salçalı su gelmiş. Kebap beyti ile alakası olmayan birşey. Lahmacun aralarında idare eden tek yiyecek kesinlikle tavsiye etmiyorum.,0
Çorba korkunç kötüydüsıfır lezzet! Bulamaç gibi bir şey ve sanırım zaten asla yenmeyeceği düşünülerek yarım doldurulmuş. Lahmacun çok başarısıziskendere de 10 üzernden 2 veriyorum.,0
İlkez denedim taktirde şayan tavsiye ederim kolay gelsin.,1
Güzel.,1
1 saat 10 dk da geldi. Döner o kadar az ve donmuştuki soğan ekmek yedik resmen.,0
Aşırı kötüydü yemekler tavuk yanmıştı servis çok kötüydü pis gözüküyordu çorba kabının yarısı boştu bu yaptığınızız yanlış olduğunu anlamanız gerek.,0
Yaklaşık 50 dakika da soğuk geldi. Kartona koyulmadığı için hamurlardı. Porsiyonlar da küçültülmüş 2 tane lahmacun anca 1 tane ediyor. Son siparişimdi.,0
Kötü.,0
Elinize saglık gercekden cok lezzetli tesekkür ederm.,1
Berbattı midem bulandı.,0
Hem tadı kötü hem soğuk hem de eksik malzeme yolluyorlar çorba pilavı elle yedirmeye çalışıyolar sanırım çatal kaşık göndermeyerek.,0
"Menü istedim çorba tatlı gelmedi, telefon ettim, eksikleri gönderelim dediler, tatlı yanlış geldipilav üstü kuru hiç güzel değildi, daha önce sadece kuru fasulye yemiştim o lezzetliydi.",0
"Bu ne rezil bı yemekti ya, midem yanıyor... Pilav diri yemek su dolu ozlesmemis, tulumba şerbetini çekmemiş, 3 kola yerine 1lt kola gondermissiniz.",0
Çok lezzetliydi.,1
Tavsiye üzerine sipariş verdim. Sizlere de tavsiye ederim.,1
Soğuk geldi... Tavuk sote ilk defa yemiyorum... Alakasız bi lezzet... Ve buz gibi geldi... Çorba yine tat olarak idare ederdi... Fakat sıcak getirmeniz getek.,0
Kuru fasülye istedim nohut gelmiş(fotoğrafla mevcut)pilav lapaydı.,0
Fiyat/performans çok kötü. O fiyatlara o kadar küçük ve lezzetsiz ürün servis edilmemeli. İlk ve son siparişimdi. Teşekkürler.,0
Cok uzun surdu gelmesi ve lezzetı acısınsan cok ıyı dıyemıyorum malesef.,0
Memnun kalmadım.,0
Her şey güzeldi.,1
"1 saatte geldi, pilav torbaya dökülmüş ve sonradan kapağı kapatılmış haldeydi. Pilav aşırı yağlı olup lezzetinden değil yağından doyum sağlanıyor. Daha önce bir kere daha yemiştim güzeldi şimdi çok kötü.",0
Corbasi gercekten guzeldi ama yanina soyledigim kofte ekmek gercekten cok kotuydu. Kofte cig geldi resmen ici kipkirmiziydi icindeki malzemeler ve kofteyi tamamen begenmedim. Ogle aramda yemek yiyemedim. Vaktim ve param bosa gitti karnim da ac kaldi.,0
Yemekler yenmiyicek kadar soğuktu. Hiç tavsiye etmiyorum. Paranıza yazık.,0
Musakka menü süperdi elinize emeğinize sağlık.,1
"Lahmacunlar gayet lezzetli ve sevdiğim incelikteydi, servis hızlıydı.",1
Bir lahmacunu bu kadar kötü yapmayı nasıl becerebildiniz.,0
Normalde yemekleriniz çok güzeldi. Ama bu sefer daha önce verdiğim siparişlere göre çok kötüydü. Yemek buz gibi geldi. Kebabın tadını tarif edemiyorum bile. Pilav topak topaktı ve tadı çok kötüydü. Ezme hepsinden kötüydü.,0
Pide lezzetli değildi hamur tuhaftı.. Tatlım gönderilmemisti.. Ve yemek sepeti müdahale edeceğiz dediği halde eksik gelen hiç bir sipariş telafi edilmedi..,0
Ezogelin yerine salçalı bişey geldi.,0
Cok kötü.,0
Aşırı geç geldi. Adana kebabı buz gibiydi.,0
Kuryeci arkadaşa teşekkür ederim bu karda elinden geleni yaptığı için ama lezzeti gerçekten kötüydü yemeklerim allah affetsin.,0
"Lahmacunları güzel. Acılı yemek isterseniz acısı diğer yerlere göre biraz fazla, midemi rahatsız etti. Acılı yiyecekseniz bile orta acılı diye not düşmenizi tavsiye ederim.",1
Çok memnun kaldık çok teşekkür ederiz ikramlarınız içinde ayrı sağolun kolay gelsin iyi günlerr.,1
Pilav lapa ve cok yagliyfi malesef.,0
Kavurmayı ve pilavı maalesef beğenmedim. Etin tadı baya yavandı.,0
Leziz.,1
Şimdi bu kavurmalı pilav 50 lira da yarı yarıya indirimle 25. Lira mı? Bence o bile fazla.,0
The chicken was uncooked.,0
"Kessinlikle uzak durun.. Ekmek, tuz ve servis koyulmamıştı teslimat taahhütünden 25 dk sonra elime ulaştı.",0
Midemi aşırı rahatsız etti köri soslu tavuk tadın da bi gariplik vardı.,0
Servis hizi gayet iyiydim ama tat için ayni seyi soyleyemiycem. Su gibi geldi malesef. Ustune su eklenmis gibiydi. Tadini o yuzden alamadik.,0
Yemeği koydukları kapları açmak çok mümkün değil 5 dk lık bir efor sarfetmeniz gerekiyor. Paketi açtıktan sonra sizi sıcak bir plastik kokusu karşılıyor. Bunun dışında menülerin gramajı çok düşük 3 5 parça tavuktan ibaretti.,0
Kuru patlıcan dolması dışında bütün ürünler çok lezletliydi.,1
Restoranta 15 lira olan et döner dürümü buraya 36 lira olarak girip indirim veriyorlar ayıptır ayıp.,0
İskender söyledim çok güzeldi yanındaki ikram çiğ koftede güzeldi baya.,1
Özellikle not bölümüne acı biber istedim kayle almamışlar belli ilk ve son sipariş oldu uzgunum.,0
İskenderde yenibosnada sizden baskasını tanimam mukemmel ötesi.,1
Litrelik kola siparişi verdik 1 tane kutu kola yollamışsınız.,0
Yemek geç ve soğuk geldi.,0
Etini beğenmedim.,0
"Ayran sipariş ettim ve ücretini ödedim, ancak mevcut olmadığını gördüm.",0
Gönderilen pizza ile görseldeki pizzanın alakası yok. Hayatımda yediğim en ince malzemesi az pizzaydı. Lütfen gorseldeki pizzayı yapamıyorsanız koymayın görsel olarak. Büyük boy pizza yiyip aç kaldım resmen.,0
Buyuk boy istedik orta boy geldi ve icinde malzeme yok denicek kadar azdi rezalet.,0
Hamur bayat ve malzemeler özensiz serpilmiş. Doyurucu da değildi.,0
50 indirim diye büyükboy diye aldık orta boy küçücük pizalar geldi ayıp yalandan indirim demeyin.,0
"Büyük boy demişler ama gelen pizza, orasından burasından çekiştirilmiş orta boy pizzaydı. 50 indirim yapıyorsanız hakkını verin sulandırmayın, lezzet de aman aman değildi bildiğiniz sucuklu pideden hiçbir farkı yoktu. İlk ve son oldu.",0
Begenmedim.,0
Beklentimin çok çok altındaydı hayal kırıklığı yaşadım.,0
Hayatımda yediğim en kötü pizza olabilir kusura bakmayın.,0
"Acısız istedim fakat acıdan yiyemedim, çöp oldu.",0
1 saat 40 dakıka da geldi.,1
Gerçekten yediğim en güzel kebapti. Elinize saglik.,1
Yediğim en kötü adanaydı maalesef :(.,0
"Nakit fiş kesimi problemini her seferinde yaşamak çok can sıkıcı. Neden fiş kesme cihazınızı yanınızda gitermezsiniz ki? Sonrasında da getireceğim diyip, gidipte gelmeyen bir personel... Bu da farklı bir problem tabi. Her şey satış yapılana kadardı sanırım.",0
Hayatımda yediğim en kötü lahmacundu 1 kaşarlı 1 normal söyledim kaşarlı da kaşar peyniri yok denecek kadar azdı boyutları küçüktü ve tadı çok kötüydü sanki domatesli ekmek yedim mideme dokundu yanına 3 tane tulumba tatlısı minicikte ezme vardı onlara bişey diyemem ama lahmacun çok kötüydü.,0
Siparişim eksik geldi kalanları beklerken yemek soğudu eksik gelen siparişlerde çok geç geldi.,1
Süperdi kanatlar elleriellerin ize sağlık.,1
Hızlı ve lezzetli. Her şey çok güzel.,1
Lezzet ve fiyat çok iyiyidi. Kurye de güler yüzlüydü. Teşekkürler.,1
Doyurucuydu ve fiyat olarak çok uygun.,1
"Daha önce sip. Vermesem bu şekilde çalıştığınızı düşüneceğim. Berbat bı pizzaydi kusura bakmayın içinde mantar olmasın bol mısır olsun dedik tam tersine mantarı basmissiniz yok ve alerjim vardı. Pizza ziyan oldu, para boşa gitti ve aç kaldım not kısmı var bu uygulamanın bilmiyorsanz hatırlatiym.",0
Dört peynirli pizza söyledik peynirden çok üstüne domates sosu dökülmüş hamur yedik hayatımda yediğim en kötü dört peynirli pizzaydı tat yok lezzet yok ve çok geç geldi.,0
Pizzayı yaparken malzemelerin ustunede kaşar atarsanız pizzaniz daha iyi olur ince hamur kalın hamur seçenek te yok tu ayık olun bence.,1
Kuryeniz ödemeyi karttan 2 kere çekmiş geri dönüş yapınız.,0
30 dk da gelmesi gereken siparişim 1 buçuk saatte geldi buz gibi yemek zorunda kaldım yemeksepetinden iptal de edemedim canlı desteğe bağlanamadigim için.,0
İlk defa yorum yapıyorum bı ürüne cidden hayatımda yediğim en iyi pizza kesinlikle öneriyorum.,1
Yorumları okumuyorlar galiba ama domates sosu ve peynir dengesi çok kötü. Peynir çok az sos fazla salçalı ekmek tadı veriyor pizza :/.,0
Elinize saglik.,1
Düşündüğüm gibi bir manti değildi. Ama cok lezzetliydi. Elinize sağlık.,1
Çig köfte mükemmeldi...,1
Güzeldi teşekkürler..,1
İlk ve son siparisimdi.,0
Fena değildi.,1
Çiğ köfte istedik fakat kısır geldi.,0
Ellerinize saglik.,1
Berbat.,0
Güzeldi ezme dürüm.,1
Bu kadar yavaş getirirseniz ne lezzeti kalıyor ne de hizmeti.,0
Adana dürüm siparişi verdim içine sanki tavuk eti katmışlar salatayı doldurmuşlar lavaşın içine ayrıca soğuktu yedikten sonra mideme de ağrı yaptı. Bir daha keainlikle sipariş vermem pişman oldumm.,0
"1 kg tavuk kanat söyledik, incik koymayın diye rica ettik, 10 tane incik 9 tane kanat yollamışsınız.",0
1 saaten fazla sürdü gelmesi ve buz gibiydi.,0
Yazıklar olsun diyorum başka da birşey demiyorum. İşletmenin ürün görseli nde tam porsiyon gösterdiği halde ayrıca sipariş öncesinde bu hususa dikkat edilmesi yönünde not yazmama rağmen ürün yarım porsiyon gönderildi. Kanat 3 adet adana yarım kuzu şiş aynı yarım. Bu tip firmalarla çalışmayın.,0
Geç geldi ve soğukdu yemekler.,0
10 numara her zamanli gibi.,1
Kusursuz.,1
Yeşillik taze değildi.,0
"Rezaletti, daha da sipariş vermem. Bir marul bir çiğköfte 4 lavaş. 750gr sipariş verdik el insaf.",0
"Her zaman ki gibi her şey gayet özenli, temiz ve hızlı. Yiyebileceğiniz en lezzetli çiğköfte. Sürekli severek siparis veriyoruz. 100/100.",1
Efsaneydi.,1
İçecek eksik geldi kredi kartı siparişi vermeme rağmen pos cihazı gelmedi üstelik kuryede bozuk para da yoktu.,0
Gerçekten bir buçuk saat beklettiler hiç memnun kalmadım. Tam siparişi iptal edecekken geldi... Başka yerden söyleyin bence boşuna sinirleriniz yıpranmasın.,0
Servis çok geç geldi buz gibi ve tatsız tuzsuz olacak iş değil.,0
Muazzam lezzet hızlı ve sıcak emeği geçen herkesten allah razı olsun.,1
"Çok geç geldi teslim edilmeden 1 saat önce teslim edildi yazıyordu soğuk, eksik, porsiyon az çorba bile yarım porsiyondu kotu yönetilen restauranlikta double majör son siparis.",0
"Şebeke suyu kullanmaktan acil vazgeçmelisiniz makarna haşlarken özelliklegüzelim yemekleri, servisi, sunumu mahvediyor.",0
"Hayatımda yiyemeğim en lezzetsiz sözde musakka. Çiğ biber, çiğ patlıcan, çiğ soğanlar vardı. Ayran bile daha yoğun kıvamlı verdikleri cacıktan. Bulgur pilavı ortamala düzeyde. Lütfen özenle yapın yemeklerinizi.",0
Porsiyonlar kuş yemi gibi.,0
Yemekler çok güzel paketlenmiş lezzeti de gayet güzel ellerinize sağlık.,1
"Gonderigi pilac yanmis, musakkaniz soguk tavuk pirzola soyledik 1 dilim tavuk koymussunuz tam anlamiyla kotu.",0
Harikaydı ilk defa yediğim yemeklerden midem yanmadı ellerinize sağlık.,1
1 saatin ustude bir surede geldi. Ayrica 6 kanat yaziyor icinde 3 kanat 3 tanese sapi var. 6 kanat boyle olmaz. Beklerken acliktan sanci cektik tesekkurler.,0
10/10 bu kadar güzel karnıyarık olmaz çok beğendim.,1
"Denemek için bir kere siparis verdim, vermez olaydım. Parasını kesinlikle haketmiyor. Vapur iskeleleri çevresindeki bufelerden alabileceğiniz sosislilerden hiç bir farkı yok, buna bu kadar para vereceğinize, marketten maret sosis alıp tavada yapın cok daha lezzetli ve ekonomik olacaktır.",0
Kötü.,0
"50 liraya bu sosislileri satmak biraz ayıp değil mi? Mantıklı bir fiyat olsa daha yüksek olabilirdi, ama bu ne yani. Acaba masraf 3 kat paketleme eyup sabri tuncer kolonyalı mendillerden mi geliyor? Bilemedim. Küçük olandan hiç bahsetmiyorum bile, marmarisinki daha iyidir büyük ihtimalle.",0
10 10 10 hem sıcak hem tadı güzel artık favori restoranım burası emeğinize sağlık.,1
Portakal suyu full posete dokuldu. Onun disinda yemek cok lezzetsizdi.. Uzun zaman yedigim en kotu yemek.,0
"Yemekler çok lezzetliydi amaa çook pahalısınız ancak joker indiriminde alabiliriz :( bir de o kadar fiyata keşke tatlı veya salata gibi bir şey gönderseniz.. Yine de puanım 10, elinize sağlık..",1
"Hiz super, mükemmel bir tat, gelen kurye arkadaş samimiyetli güler yüzli... Sevilyorsunuz quqi kafe.",1
Bu kadar lezzeti berbat bir menemen yememiştim hayatımda. Yarısını bile yiyemedim.,0
O kadar pişmiş ve yanıktı ki yiyemedik...,0
Oldukça kaliteli bir hizmet. Mükemmele ramak kalmış. Bu hassasiyet ve kaliteyi lütfen bozmayın. Teşekkürler.,1
Daha küçük hamsi bulamadınız mı? Sürekli sipariş verdiğim yer. Bu son alışverişim oldu. Çöpe gitti çoğu yazık günah. 60 tl mi şimdi bu hamsi.,0
Rezillik! 19. 30da verdiğim sipariş 21. 47de geldi. Bir sipariş gelmesi 2 saati geçer mi geçti. Bunun üstüne gelen balık kupkuru. Diğer balık satan yerlere göre fiyatı da yüksek ve karşılığı aç kalmak. Ayrıca nota özellikle mor soğan değil beyaz soğan yazmıştık tabiki ona da bakılmamıştı.,0
"Siparişi verdikten 1, 5 saat sonra elimize ulaştı. Ha geldi gelecek diye aç kaldığımıza mı yanalım, gelmeyecek artık diye başka yerden sipariş verdiğimize mi yanalım, soğuk gelen balığa mı üzülelim, siparişiniz ulaşmış olmalı diyen yemeksepeti çalışanının olayı normal karşılamasına mı dertlenelim?",0
40 tl 15 hamsi göndermişler.,0
Her şey güzeldi keşke 250 gram yerine yarım kilo gönderseydiniz yarım kilo istedik çünkü kurye arkadaşa teşekkür ediyorum.,1
Valla çiğköfte iyiydi ve yazan surede getirdiler ama servise 7 verdim cunku siparişte yanında 8 lavaş var yazıyodu ama lavaş çıkmadı ama aradığımızda yoğunluktan olduğunu söylediler onun haricinde bi sıkıntı yok zamanında lezzetli bi şekilde geldi.,1
1. 30 saate gelmedi.,0
Daha çok emek harcanması lazım.,0
"Ellerinize sağlık çok sıcaktı, lezzetliydi ve hızlı geldi.",1
Yemekler çok güzeldi elinize sağlık.,1
Serviste ilk defa başıma bi olay geldi.. 2 kaşıktan sonrasını yiyemedim özellikle böyle bi dönemde bu gibi şeyle karşılaşmak beni çok rahatsız etti..,0
Çorba buz gibi geldi.,0
Siparis eksik geldi malesef.,1
Hayatımda yediğim en kötü tantuniydi.,0
Başarılı.,1
Lezzet mükemmel fiyatı da ideal ellerinize sağlık.,1
"Tantuniyle alakası yok, tavuklar çok büyük dilim, bildiğin tavuk siteyi ekmeğin arasına doldurmuslar, mersinde tantuni yiyen biri olarak tavsiye etmiyorum.",0
Yemek geldikten sonra memnunkaldınızmı dıye aradılar hiç hoşlanmadık uygulama üzerinden zaten görüş bildirmek istiyen varsa yazar insanları aramak hoş değil birdaha tercıh etmeyecegımız bır işletme oldu.,0
Rezalet.,0
Ne başka saitlere nede başka çiğköftelere benziyor çok lezzetliydi çokta hızlı geldi. Yağlı olması daha bi lezzet katmış. Tek sorun acısız olanından istedik acılısı geldi biraz fazla acılıydı.,1
İdare eder lezzeti çok iyi sayılmaz.,0
Teşekkürler hızlı servis için...,1
Hız gayet güzeldi servis acısız istemiştim acılı gelmiş lezzet ilk lokmayı yedikten sonra yiyemedim komşuya yolladım acısız yoksa yollama mide rahatsızlığı olan birisi o acılı çiğ köfteyi yiyemez.,0
